send_id,campaign_id,user_id,segment,channel,sent_at,delivered,opened_at,clicked_at,converted_order_id,conversion_type,revenue
e191d8a9,3edbb718,4bfb7a0f,휴면 고객,webpopup,2026-03-02 06:57:00,True,,,,,
b52b72be,3edbb718,1e42d3e0,휴면 고객,webpopup,2026-03-02 20:06:00,True,,,,,
d8bedaea,3edbb718,7d0dcbfc,휴면 고객,webpopup,2026-03-02 04:38:00,True,,2026-03-02 07:06:00,,,
4ff017d4,3edbb718,5e4828b9,휴면 고객,webpopup,2026-03-02 10:46:00,True,,2026-03-02 13:04:00,,,
0ad38fac,3edbb718,927bca18,휴면 고객,webpopup,2026-03-02 20:56:00,True,,,,,
c2daba85,3edbb718,e9d5a808,휴면 고객,webpopup,2026-03-02 00:13:00,True,,,,,
c637a87d,3edbb718,0670e8e7,휴면 고객,webpopup,2026-03-02 00:41:00,True,,,,,
1693db38,3edbb718,7a0eced0,휴면 고객,webpopup,2026-03-02 10:11:00,True,,,,,
49d12ef6,3edbb718,d2584088,휴면 고객,webpopup,2026-03-02 01:05:00,True,,,,,
9265eea9,3edbb718,05090005,휴면 고객,webpopup,2026-03-02 15:38:00,True,,,,,
509180fe,3edbb718,624f7ede,휴면 고객,webpopup,2026-03-02 00:01:00,True,,,,,
e4ae7481,3edbb718,6c3c4af7,휴면 고객,webpopup,2026-03-02 10:03:00,True,,,,,
5687f628,3edbb718,15be5a53,휴면 고객,webpopup,2026-03-02 10:10:00,True,,2026-03-02 10:47:00,,,
c4adb7bd,3edbb718,cfbc7fea,휴면 고객,webpopup,2026-03-02 16:49:00,True,,,,,
7070c9f2,3edbb718,fa150f09,휴면 고객,webpopup,2026-03-02 11:27:00,True,,,,,
731611d9,3edbb718,a779ad11,휴면 고객,webpopup,2026-03-02 17:09:00,True,,,,,
fbcaef6c,3edbb718,b1aa0a17,휴면 고객,webpopup,2026-03-02 10:14:00,True,,2026-03-02 12:17:00,,,
43b1ecbe,3edbb718,3c0e449f,휴면 고객,webpopup,2026-03-02 01:49:00,True,,,,,
c2a2cd61,3edbb718,c58ba5b3,휴면 고객,webpopup,2026-03-02 17:45:00,True,,2026-03-02 19:59:00,,,
e1d09eb1,3edbb718,2499b75c,휴면 고객,webpopup,2026-03-02 16:17:00,True,,2026-03-02 18:19:00,,,
111d8d96,3edbb718,f6ae7f43,휴면 고객,webpopup,2026-03-02 03:41:00,True,,,,,
d16f35fd,3edbb718,4dfdb9a5,휴면 고객,webpopup,2026-03-02 04:40:00,True,,,,,
5837a18e,3edbb718,f9b3b7ff,휴면 고객,webpopup,2026-03-02 02:59:00,True,,2026-03-02 03:15:00,,,
12325f49,3edbb718,9f6b2068,휴면 고객,webpopup,2026-03-02 17:32:00,True,,,,,
5e6fdd22,3edbb718,1049f9a8,휴면 고객,webpopup,2026-03-02 08:38:00,True,,2026-03-02 09:24:00,,,
d977fafd,3edbb718,b6bbd645,휴면 고객,webpopup,2026-03-02 23:54:00,True,,2026-03-03 00:02:00,,,
434945b7,3edbb718,ffa30fc8,휴면 고객,webpopup,2026-03-02 11:49:00,True,,,,,
a2bc6cdd,3edbb718,1a18f3ef,휴면 고객,webpopup,2026-03-02 15:13:00,True,,,,,
2261d9ae,3edbb718,360c695d,휴면 고객,webpopup,2026-03-02 12:29:00,True,,,,,
27dde06e,3edbb718,31b278dd,휴면 고객,webpopup,2026-03-02 00:06:00,True,,2026-03-02 02:52:00,,,
10899ccb,3edbb718,29dc835e,휴면 고객,webpopup,2026-03-02 12:43:00,True,,2026-03-02 15:08:00,,,
ec32b070,3edbb718,3ffd5c8e,휴면 고객,webpopup,2026-03-02 12:26:00,True,,,,,
44a04770,3edbb718,54ca40c0,휴면 고객,webpopup,2026-03-02 21:40:00,True,,2026-03-02 21:46:00,,,
51dd8efb,3edbb718,081982ab,휴면 고객,webpopup,2026-03-02 08:45:00,True,,2026-03-02 09:38:00,,,
d01f49e5,3edbb718,72d9ec7f,휴면 고객,webpopup,2026-03-02 10:48:00,True,,2026-03-02 12:56:00,,,
df638541,3edbb718,96649c9e,휴면 고객,webpopup,2026-03-02 06:36:00,True,,,,,
c03cc1e7,3edbb718,d7d6e524,휴면 고객,webpopup,2026-03-02 08:48:00,True,,2026-03-02 09:11:00,,,
b03d8db9,3edbb718,4c0d0036,휴면 고객,webpopup,2026-03-02 10:00:00,True,,,,,
5c50616b,3edbb718,7cd5f940,휴면 고객,webpopup,2026-03-02 05:20:00,True,,,,,
7aee5bf1,3edbb718,8339bfc0,휴면 고객,webpopup,2026-03-02 14:13:00,True,,,,,
13c57f8f,3edbb718,529cd9b3,휴면 고객,webpopup,2026-03-02 06:54:00,True,,,,,
f1fca40b,3edbb718,618f3a47,휴면 고객,webpopup,2026-03-02 14:11:00,True,,2026-03-02 15:28:00,,,
7d72b477,3edbb718,5735cdaf,휴면 고객,webpopup,2026-03-02 21:01:00,True,,2026-03-02 21:04:00,,,
348269da,3edbb718,ebdd2fa8,휴면 고객,webpopup,2026-03-02 04:58:00,True,,,,,
473f3579,3edbb718,dd19b9b0,휴면 고객,webpopup,2026-03-02 11:06:00,True,,,,,
f456ec69,3edbb718,dcebd10b,휴면 고객,webpopup,2026-03-02 12:05:00,True,,,,,
74f96e84,3edbb718,c95c24dc,휴면 고객,webpopup,2026-03-02 21:45:00,True,,,,,
5a71bf77,3edbb718,efdc0c2d,휴면 고객,webpopup,2026-03-02 01:37:00,True,,,,,
746f6190,3edbb718,c53f5b3d,휴면 고객,webpopup,2026-03-02 22:00:00,True,,,,,
daefb696,3edbb718,608e55c4,휴면 고객,webpopup,2026-03-02 07:36:00,True,,2026-03-02 07:42:00,,,
8bd7f3dd,3edbb718,9770dfde,휴면 고객,webpopup,2026-03-02 01:57:00,True,,,,,
dd653ad6,3edbb718,12ffe99c,휴면 고객,webpopup,2026-03-02 03:31:00,False,,,,,
4fca3cdf,3edbb718,18805c0c,휴면 고객,webpopup,2026-03-02 16:27:00,True,,2026-03-02 18:46:00,,,
5ed4d99b,3edbb718,29d0e1fb,휴면 고객,webpopup,2026-03-02 04:40:00,True,,,,,
d5f6b1b2,8a09ca55,df457c54,신규 탐색자,email,2026-05-23 11:13:00,True,,,,,
4ca9f07b,8a09ca55,fe0049dd,신규 탐색자,email,2026-05-23 07:46:00,True,,,,,
53cb07d2,8a09ca55,65692f01,신규 탐색자,email,2026-05-23 00:16:00,True,,,,,
108cddbe,8a09ca55,a085cbd9,신규 탐색자,email,2026-05-23 06:32:00,True,,,,,
982fc597,8a09ca55,8780d62b,신규 탐색자,email,2026-05-23 11:17:00,True,,,,,
7b47219a,8a09ca55,8d49ee1d,신규 탐색자,email,2026-05-23 20:29:00,True,,,,,
e9418abf,8a09ca55,26c78c4c,신규 탐색자,email,2026-05-23 22:26:00,False,,,,,
eadb2aff,8a09ca55,025cd508,신규 탐색자,email,2026-05-23 23:45:00,True,,,,,
2225ae45,8a09ca55,6958b329,신규 탐색자,email,2026-05-23 17:26:00,True,2026-05-24 00:02:00,,,,
042eebf0,8a09ca55,17dccf43,신규 탐색자,email,2026-05-23 04:57:00,False,,,,,
e1c328ae,8a09ca55,0aef7f6f,신규 탐색자,email,2026-05-23 00:15:00,True,,,,,
b6051fa6,8a09ca55,efe349fb,신규 탐색자,email,2026-05-23 08:44:00,True,,,,,
b2b3864d,8a09ca55,dbd30716,신규 탐색자,email,2026-05-23 07:52:00,True,2026-05-23 08:28:00,,,,
4347c5cf,8a09ca55,aafa2481,신규 탐색자,email,2026-05-23 01:25:00,True,,,,,
33cd666c,8a09ca55,1b3ed25d,신규 탐색자,email,2026-05-23 20:28:00,True,,,,,
7623556c,8a09ca55,b1d47697,신규 탐색자,email,2026-05-23 18:00:00,True,,,,,
6f2fc6ad,8a09ca55,c69919e7,신규 탐색자,email,2026-05-23 15:32:00,True,,,,,
859c2cd7,8a09ca55,8abe8913,신규 탐색자,email,2026-05-23 12:15:00,True,,,,,
4985eca6,8a09ca55,c4fa33ed,신규 탐색자,email,2026-05-23 12:22:00,True,,,,,
b84d43da,8a09ca55,22cc0d4a,신규 탐색자,email,2026-05-23 16:17:00,True,,,,,
f07f63bf,8a09ca55,7eda0b5e,신규 탐색자,email,2026-05-23 10:04:00,True,,,,,
adcf7a9c,8a09ca55,57a63664,신규 탐색자,email,2026-05-23 07:59:00,True,,,,,
258c7e69,8a09ca55,3e989c29,신규 탐색자,email,2026-05-23 15:54:00,True,,,,,
71413d28,8a09ca55,ed1fc702,신규 탐색자,email,2026-05-23 15:36:00,True,2026-05-24 00:39:00,,,,
fd55a872,8a09ca55,899d7dc9,신규 탐색자,email,2026-05-23 06:33:00,True,,,,,
67fd512c,8a09ca55,02ed86a8,신규 탐색자,email,2026-05-23 21:11:00,True,,,,,
92a30331,8a09ca55,f15e9139,신규 탐색자,email,2026-05-23 05:40:00,True,,,,,
7ded97b2,8a09ca55,0d3912ab,신규 탐색자,email,2026-05-23 20:55:00,True,,,,,
1f8d620f,8a09ca55,8a78c6ef,신규 탐색자,email,2026-05-23 11:53:00,True,,,,,
e70749bd,8a09ca55,f2bf00e3,신규 탐색자,email,2026-05-23 13:09:00,True,,,,,
8a3b68a0,8a09ca55,ab152bd8,신규 탐색자,email,2026-05-23 11:22:00,True,,,,,
5993d0e2,8a09ca55,886e2268,신규 탐색자,email,2026-05-23 09:28:00,True,,,,,
c1f2d35f,8a09ca55,340d29ff,신규 탐색자,email,2026-05-23 09:28:00,True,,,,,
bc6c2bc5,8a09ca55,139d5290,신규 탐색자,email,2026-05-23 15:46:00,True,,,,,
4207159a,8a09ca55,6c8b4a7b,신규 탐색자,email,2026-05-23 04:00:00,True,,,,,
1898f22a,8a09ca55,0cb0576f,신규 탐색자,email,2026-05-23 16:42:00,True,,,,,
3cf87f97,8a09ca55,0f68629c,신규 탐색자,email,2026-05-23 10:51:00,True,2026-05-23 14:18:00,2026-05-23 15:25:00,,,
e8f9ccad,8a09ca55,145b1e43,신규 탐색자,email,2026-05-23 01:37:00,True,,,,,
dc5ad4d2,8a09ca55,ed0d9f23,신규 탐색자,email,2026-05-23 08:58:00,True,2026-05-23 16:28:00,2026-05-23 19:11:00,,,
26cfa4e8,8a09ca55,ef515092,신규 탐색자,email,2026-05-23 15:54:00,True,2026-05-23 20:53:00,,,,
413cc1b7,8a09ca55,e7d05d4e,신규 탐색자,email,2026-05-23 11:58:00,True,,,,,
d5f6e62a,8a09ca55,e91a4d99,신규 탐색자,email,2026-05-23 11:02:00,True,,,,,
08429837,8a09ca55,25035f6b,신규 탐색자,email,2026-05-23 13:27:00,True,,,,,
7f411620,8a09ca55,8a6b723d,신규 탐색자,email,2026-05-23 11:15:00,True,,,,,
5c7183e2,8a09ca55,a59750d1,신규 탐색자,email,2026-05-23 19:12:00,False,,,,,
6e65f6f7,8a09ca55,d85ebf16,신규 탐색자,email,2026-05-23 22:37:00,True,,,,,
f6958304,8a09ca55,b7ab9acb,신규 탐색자,email,2026-05-23 10:55:00,True,,,,,
bcc614bf,8a09ca55,c5681f76,신규 탐색자,email,2026-05-23 12:25:00,True,,,,,
dc7e0b15,8a09ca55,5659c4cd,신규 탐색자,email,2026-05-23 20:48:00,True,2026-05-24 06:27:00,,,,
a9ad4f18,8a09ca55,a52cecdd,신규 탐색자,email,2026-05-23 14:44:00,True,,,,,
749fc357,8a09ca55,8b44435b,신규 탐색자,email,2026-05-23 15:11:00,True,,,,,
28f08dcf,8a09ca55,51c7f930,신규 탐색자,email,2026-05-23 15:08:00,True,,,,,
d6658e20,8a09ca55,371d7da6,신규 탐색자,email,2026-05-23 21:14:00,True,,,,,
8ea1e34e,8a09ca55,9a0126d8,신규 탐색자,email,2026-05-23 01:59:00,True,,,,,
e99f10c2,8a09ca55,213adaa4,신규 탐색자,email,2026-05-23 12:49:00,True,2026-05-23 14:09:00,,,,
7ad6e647,8a09ca55,8b45beed,신규 탐색자,email,2026-05-23 00:06:00,True,,,,,
0add7309,8a09ca55,da4a7c83,신규 탐색자,email,2026-05-23 06:36:00,True,,,,,
0a7f49e0,8a09ca55,fef3b39d,신규 탐색자,email,2026-05-23 06:45:00,True,,,,,
2c232152,8a09ca55,48d99c2c,신규 탐색자,email,2026-05-23 17:44:00,True,,,,,
c68a3ad2,8a09ca55,40596c0f,신규 탐색자,email,2026-05-23 04:26:00,True,,,,,
41a3b161,8a09ca55,66b1828a,신규 탐색자,email,2026-05-23 04:20:00,True,,,,,
e9f1e937,8a09ca55,77124b4a,신규 탐색자,email,2026-05-23 00:11:00,False,,,,,
8ed2bf7e,8a09ca55,583ff4f3,신규 탐색자,email,2026-05-23 08:33:00,True,,,,,
cad2b516,8a09ca55,031e19c1,신규 탐색자,email,2026-05-23 08:42:00,True,,,,,
59a64693,8a09ca55,dbf256e0,신규 탐색자,email,2026-05-23 16:56:00,True,2026-05-23 22:09:00,2026-05-23 23:47:00,,,
ae9fce5b,8a09ca55,2f8102bd,신규 탐색자,email,2026-05-23 13:54:00,True,,,,,
e862c501,8a09ca55,db31d9b3,신규 탐색자,email,2026-05-23 04:03:00,True,,,,,
833ada90,8a09ca55,e8c44cdb,신규 탐색자,email,2026-05-23 14:42:00,True,,,,,
d5882df8,8a09ca55,01417162,신규 탐색자,email,2026-05-23 11:59:00,True,2026-05-23 21:30:00,,,,
6c6e04cf,8a09ca55,16586c5d,신규 탐색자,email,2026-05-23 23:20:00,True,2026-05-24 09:00:00,,,,
c9cb154f,8a09ca55,ef26da15,신규 탐색자,email,2026-05-23 01:17:00,True,,,,,
590ab1ce,8a09ca55,89a5ccc8,신규 탐색자,email,2026-05-23 06:45:00,True,,,,,
4550e636,8a09ca55,35f95977,신규 탐색자,email,2026-05-23 19:29:00,True,,,,,
8bc17a0e,8a09ca55,6c11f8c8,신규 탐색자,email,2026-05-23 06:56:00,True,2026-05-23 09:05:00,2026-05-23 09:24:00,,,
2b87f14d,8a09ca55,778820b1,신규 탐색자,email,2026-05-23 19:31:00,True,,,,,
03be0094,8a09ca55,9da85d44,신규 탐색자,email,2026-05-23 17:47:00,True,,,,,
fd91475e,8a09ca55,b8d8f35d,신규 탐색자,email,2026-05-23 21:46:00,True,,,,,
d1166558,8a09ca55,96b5c784,신규 탐색자,email,2026-05-23 06:34:00,True,2026-05-23 10:07:00,,,,
58cc5070,8a09ca55,8460f59c,신규 탐색자,email,2026-05-23 14:06:00,True,2026-05-23 14:59:00,,,,
2b6b4500,8a09ca55,bdcc8447,신규 탐색자,email,2026-05-23 21:53:00,True,,,,,
d604cd94,8a09ca55,832282d4,신규 탐색자,email,2026-05-23 21:27:00,True,2026-05-23 23:45:00,2026-05-24 01:40:00,,,
6b128f0b,8a09ca55,808513d2,신규 탐색자,email,2026-05-23 09:48:00,True,,,,,
4c1dca03,8a09ca55,8fd517a1,신규 탐색자,email,2026-05-23 10:45:00,True,2026-05-23 15:11:00,,,,
4fe1de57,8a09ca55,970a1b0d,신규 탐색자,email,2026-05-23 06:09:00,True,,,,,
8220b232,8a09ca55,7a1c50da,신규 탐색자,email,2026-05-23 07:25:00,False,,,,,
f724594f,8a09ca55,059675ed,신규 탐색자,email,2026-05-23 10:24:00,True,,,,,
7623dece,8a09ca55,3d478ab7,신규 탐색자,email,2026-05-23 20:34:00,True,2026-05-23 23:08:00,,,,
597dd908,8a09ca55,cf6d1b07,신규 탐색자,email,2026-05-23 13:21:00,True,2026-05-23 19:23:00,2026-05-23 20:17:00,,,
0af02ec7,8a09ca55,4f2679bd,신규 탐색자,email,2026-05-23 20:33:00,True,,,,,
eddc3440,8a09ca55,17f2e785,신규 탐색자,email,2026-05-23 11:01:00,True,,,,,
a0ab9b86,8a09ca55,63c3a5b2,신규 탐색자,email,2026-05-23 02:12:00,True,,,,,
6f1e089c,8a09ca55,f0df768b,신규 탐색자,email,2026-05-23 19:37:00,True,2026-05-23 22:02:00,,,,
4ca98dbe,8a09ca55,a7398fc0,신규 탐색자,email,2026-05-23 07:37:00,True,2026-05-23 09:22:00,,,,
64c41e7f,8a09ca55,ef54af43,신규 탐색자,email,2026-05-23 11:12:00,True,,,,,
15f2c428,8a09ca55,6776e052,신규 탐색자,email,2026-05-23 01:11:00,True,,,,,
26793987,8a09ca55,a6cf23fb,신규 탐색자,email,2026-05-23 07:21:00,True,2026-05-23 12:28:00,,,,
7f87c6b4,8a09ca55,ff3a63fe,신규 탐색자,email,2026-05-23 23:35:00,True,,,,,
b325603c,8a09ca55,4d9afb76,신규 탐색자,email,2026-05-23 03:50:00,True,,,,,
1b61bd74,8a09ca55,3cf8635f,신규 탐색자,email,2026-05-23 01:02:00,True,,,,,
4104d819,8a09ca55,e12e64d2,신규 탐색자,email,2026-05-23 13:41:00,True,,,,,
64f4b80b,8a09ca55,d3de4288,신규 탐색자,email,2026-05-23 11:04:00,True,,,,,
a7f033b0,8a09ca55,67e2c901,신규 탐색자,email,2026-05-23 05:23:00,True,,,,,
1914566e,8a09ca55,d98650dc,신규 탐색자,email,2026-05-23 10:00:00,True,,,,,
4f61f8cb,8a09ca55,6934c72a,신규 탐색자,email,2026-05-23 15:19:00,True,2026-05-23 19:25:00,2026-05-23 21:33:00,,,
aec49bec,8a09ca55,028ff2bc,신규 탐색자,email,2026-05-23 08:34:00,True,,,,,
9fd383a1,8a09ca55,501330ef,신규 탐색자,email,2026-05-23 07:10:00,True,2026-05-23 11:34:00,,,,
10993c9b,8a09ca55,6d1fd3b4,신규 탐색자,email,2026-05-23 06:18:00,True,2026-05-23 08:30:00,,,,
715eeee2,8a09ca55,bd14248a,신규 탐색자,email,2026-05-23 23:55:00,True,2026-05-24 01:34:00,2026-05-24 01:48:00,,,
d3408e1b,8a09ca55,ab28974f,신규 탐색자,email,2026-05-23 15:50:00,True,,,,,
ae5176ce,8a09ca55,c7f19f9f,신규 탐색자,email,2026-05-23 22:47:00,True,,,,,
7a363ba1,8a09ca55,5ce715ff,신규 탐색자,email,2026-05-23 04:53:00,True,2026-05-23 11:37:00,,,,
a81a794e,8a09ca55,dd27e879,신규 탐색자,email,2026-05-23 03:18:00,True,2026-05-23 13:12:00,2026-05-23 14:15:00,9c935b64,direct,61590
b1c24d87,8a09ca55,582d7c5c,신규 탐색자,email,2026-05-23 19:49:00,True,,,,,
a44a1c15,8a09ca55,1775540a,신규 탐색자,email,2026-05-23 01:52:00,True,,,,,
6726bfe7,8a09ca55,b5ba1f7a,신규 탐색자,email,2026-05-23 03:02:00,True,,,,,
3def71e3,8a09ca55,bb6ca4b3,신규 탐색자,email,2026-05-23 05:52:00,True,2026-05-23 13:46:00,,,,
ebf802c9,8a09ca55,22bfade3,신규 탐색자,email,2026-05-23 05:00:00,True,,,,,
25b94d08,8a09ca55,4f8ebdf8,신규 탐색자,email,2026-05-23 13:02:00,True,2026-05-23 21:47:00,,,,
03728ce1,8a09ca55,fe9e812b,신규 탐색자,email,2026-05-23 04:51:00,True,2026-05-23 08:15:00,,,,
92772a5d,8a09ca55,02e9639d,신규 탐색자,email,2026-05-23 21:21:00,True,2026-05-23 21:25:00,,,,
2fd94a7a,8a09ca55,a389e0ef,신규 탐색자,email,2026-05-23 15:02:00,True,,,,,
6a1c745b,8a09ca55,8f159934,신규 탐색자,email,2026-05-23 02:48:00,True,2026-05-23 03:41:00,,,,
c6a8254b,8a09ca55,529d77e5,신규 탐색자,email,2026-05-23 13:05:00,True,,,,,
37eae931,8a09ca55,44616cc4,신규 탐색자,email,2026-05-23 18:10:00,True,,,,,
66fab652,8a09ca55,07934ca0,신규 탐색자,email,2026-05-23 23:31:00,True,,,,,
8d5bf0ab,8a09ca55,1ced877b,신규 탐색자,email,2026-05-23 09:57:00,True,,,,,
b1c8d18c,8a09ca55,db095dd2,신규 탐색자,email,2026-05-23 21:37:00,True,,,,,
ab4b3d36,8a09ca55,617acb1f,신규 탐색자,email,2026-05-23 20:50:00,True,,,,,
40341724,8a09ca55,e138d7e8,신규 탐색자,email,2026-05-23 23:37:00,True,,,,,
02ce529a,8a09ca55,55af5c54,신규 탐색자,email,2026-05-23 03:04:00,False,,,,,
c5b7efb5,8a09ca55,25e7f1c0,신규 탐색자,email,2026-05-23 08:48:00,True,2026-05-23 12:12:00,,,,
7eb7671b,8a09ca55,f3745795,신규 탐색자,email,2026-05-23 17:15:00,True,,,,,
77f30f18,bf6b0326,225e3e7a,휴면 고객,webpush,2026-01-28 20:43:00,True,,,,,
e7c36571,bf6b0326,536311ca,휴면 고객,webpush,2026-01-28 12:25:00,True,,2026-01-28 15:18:00,,,
aa4ea5db,bf6b0326,05090005,휴면 고객,webpush,2026-01-28 10:42:00,True,,,,,
f28435ae,bf6b0326,dcebd10b,휴면 고객,webpush,2026-01-28 09:00:00,True,,,,,
ad1fe614,bf6b0326,ebdd2fa8,휴면 고객,webpush,2026-01-28 03:56:00,True,,,,,
3771deea,bf6b0326,b1aa0a17,휴면 고객,webpush,2026-01-28 19:19:00,True,,,,,
ce6f10a1,bf6b0326,5c5937e8,휴면 고객,webpush,2026-01-28 06:05:00,True,,,,,
5b48f20c,bf6b0326,4c669cc9,휴면 고객,webpush,2026-01-28 19:02:00,True,,2026-01-28 20:12:00,,,
3ad73636,bf6b0326,1f09f872,휴면 고객,webpush,2026-01-28 05:44:00,True,,,,,
50d89269,bf6b0326,0cfc4fa2,휴면 고객,webpush,2026-01-28 17:51:00,True,,2026-01-28 20:32:00,,,
850813e2,bf6b0326,ba5e2e27,휴면 고객,webpush,2026-01-28 01:24:00,True,,2026-01-28 02:34:00,,,
b78748ca,bf6b0326,081982ab,휴면 고객,webpush,2026-01-28 10:09:00,True,,2026-01-28 12:46:00,,,
7ded22bd,bf6b0326,529cd9b3,휴면 고객,webpush,2026-01-28 12:19:00,True,,,,,
20f73095,bf6b0326,1e42d3e0,휴면 고객,webpush,2026-01-28 16:50:00,False,,,,,
3a0b9fb5,bf6b0326,2701b303,휴면 고객,webpush,2026-01-28 06:54:00,True,,2026-01-28 09:09:00,,,
fb2beb86,bf6b0326,e9d5a808,휴면 고객,webpush,2026-01-28 00:00:00,True,,2026-01-28 01:03:00,,,
5e824f53,bf6b0326,54bbef14,휴면 고객,webpush,2026-01-28 14:36:00,True,,2026-01-28 16:07:00,,,
a922ed1f,bf6b0326,a779ad11,휴면 고객,webpush,2026-01-28 21:06:00,False,,,,,
fab8232f,bf6b0326,7ba3bfbc,휴면 고객,webpush,2026-01-28 23:55:00,True,,,,,
8d795e3b,bf6b0326,f9b3b7ff,휴면 고객,webpush,2026-01-28 04:59:00,True,,2026-01-28 06:46:00,,,
526f851a,bf6b0326,dd19b9b0,휴면 고객,webpush,2026-01-28 02:32:00,True,,,,,
a4bfb589,bf6b0326,60b12764,휴면 고객,webpush,2026-01-28 09:23:00,True,,,,,
d48e7b87,bf6b0326,e83e7326,휴면 고객,webpush,2026-01-28 21:24:00,True,,,,,
477b3600,bf6b0326,f7a6d780,휴면 고객,webpush,2026-01-28 01:58:00,True,,,,,
13c296b9,bf6b0326,4c0d0036,휴면 고객,webpush,2026-01-28 22:01:00,True,,,,,
10e43044,bf6b0326,31b278dd,휴면 고객,webpush,2026-01-28 21:07:00,True,,,,,
abbbc9b5,bf6b0326,12ffe99c,휴면 고객,webpush,2026-01-28 16:57:00,True,,,,,
ff1c4a3c,bf6b0326,18805c0c,휴면 고객,webpush,2026-01-28 14:02:00,True,,,,,
258d1938,bf6b0326,360c695d,휴면 고객,webpush,2026-01-28 00:59:00,True,,2026-01-28 03:30:00,,,
0e282802,bf6b0326,2499b75c,휴면 고객,webpush,2026-01-28 18:32:00,True,,,,,
8919bcd4,bf6b0326,ed0e787f,휴면 고객,webpush,2026-01-28 23:37:00,True,,2026-01-29 00:39:00,,,
b59b039e,bf6b0326,554b4aed,휴면 고객,webpush,2026-01-28 09:49:00,True,,,,,
60563c45,bf6b0326,984033bf,휴면 고객,webpush,2026-01-28 13:41:00,True,,,,,
7d9ef3ec,bf6b0326,96649c9e,휴면 고객,webpush,2026-01-28 20:24:00,True,,,,,
42e97320,bf6b0326,ec2bb415,휴면 고객,webpush,2026-01-28 11:44:00,True,,,,,
7fe60871,bf6b0326,9b9831f3,휴면 고객,webpush,2026-01-28 18:31:00,True,,,,,
368cc903,bf6b0326,7874c871,휴면 고객,webpush,2026-01-28 11:57:00,True,,,,,
720b5115,bf6b0326,93c50b44,휴면 고객,webpush,2026-01-28 01:10:00,True,,,,,
5e0567d9,bf6b0326,daf79800,휴면 고객,webpush,2026-01-28 21:19:00,True,,,,,
43704ad8,bf6b0326,7cd5f940,휴면 고객,webpush,2026-01-28 12:49:00,False,,,,,
76b07f17,bf6b0326,65b89122,휴면 고객,webpush,2026-01-28 22:11:00,True,,,,,
3f540566,bf6b0326,0858b820,휴면 고객,webpush,2026-01-28 15:12:00,True,,,,,
81dac379,bf6b0326,a7cb7982,휴면 고객,webpush,2026-01-28 12:06:00,True,,,,,
9648cec5,bf6b0326,cfbc7fea,휴면 고객,webpush,2026-01-28 10:24:00,True,,,,,
425bc64b,bf6b0326,82b5e3f8,휴면 고객,webpush,2026-01-28 03:13:00,True,,,,,
2196f13b,bf6b0326,15aad5df,휴면 고객,webpush,2026-01-28 16:53:00,True,,2026-01-28 18:14:00,,,
fd379f8b,bf6b0326,56366483,휴면 고객,webpush,2026-01-28 01:09:00,True,,,,,
5f5936f4,bf6b0326,1049f9a8,휴면 고객,webpush,2026-01-28 21:35:00,True,,,,,
5c438973,bf6b0326,c53f5b3d,휴면 고객,webpush,2026-01-28 02:17:00,True,,,,,
2b278db8,bf6b0326,29d0e1fb,휴면 고객,webpush,2026-01-28 12:33:00,True,,,,,
9d595d49,bf6b0326,f6ae7f43,휴면 고객,webpush,2026-01-28 03:16:00,True,,2026-01-28 05:33:00,,,
4e9e735a,bf6b0326,5bd56674,휴면 고객,webpush,2026-01-28 22:36:00,True,,,,,
0e51dfe6,bf6b0326,a50b0800,휴면 고객,webpush,2026-01-28 11:16:00,False,,,,,
f6e00e28,bf6b0326,46662147,휴면 고객,webpush,2026-01-28 02:56:00,True,,,,,
cfd52a7f,bf6b0326,76dc4b15,휴면 고객,webpush,2026-01-28 21:53:00,True,,,,,
0eb712de,bf6b0326,0f83b2ce,휴면 고객,webpush,2026-01-28 03:59:00,True,,,,,
c9c8e3de,bf6b0326,2a82ba0f,휴면 고객,webpush,2026-01-28 23:40:00,True,,2026-01-29 01:24:00,,,
0a5be417,bf6b0326,624f7ede,휴면 고객,webpush,2026-01-28 12:53:00,True,,,,,
ab2f2a07,bf6b0326,efdc0c2d,휴면 고객,webpush,2026-01-28 10:25:00,True,,,,,
fd7b5902,bf6b0326,5a22e899,휴면 고객,webpush,2026-01-28 11:55:00,True,,,,,
65763907,bf6b0326,6c3c4af7,휴면 고객,webpush,2026-01-28 17:47:00,True,,,,,
6379c894,bf6b0326,db713616,휴면 고객,webpush,2026-01-28 09:08:00,True,,,,,
56152932,bf6b0326,1ce24734,휴면 고객,webpush,2026-01-28 13:04:00,True,,,,,
4642c8df,bf6b0326,4645ab4d,휴면 고객,webpush,2026-01-28 21:15:00,True,,,,,
4f0c5b46,bf6b0326,5cd0aa55,휴면 고객,webpush,2026-01-28 18:46:00,True,,,,,
b4deb9a8,bf6b0326,c9ebd16d,휴면 고객,webpush,2026-01-28 04:09:00,True,,,,,
98dc4a25,bf6b0326,29f1b7f4,휴면 고객,webpush,2026-01-28 07:32:00,True,,2026-01-28 07:41:00,,,
f90f49df,bf6b0326,a247103d,휴면 고객,webpush,2026-01-28 23:52:00,True,,,,,
98ebcac6,bf6b0326,9854559b,휴면 고객,webpush,2026-01-28 09:08:00,True,,,,,
8e5129e7,bf6b0326,fc2edb0c,휴면 고객,webpush,2026-01-28 12:39:00,True,,,,,
